config_id,simulation_type,num_of_agents,num_iterations,mio,mio_sigma,num_of_repetitions,switch_agent_rate,switch_agent_sigma,radical_exposure_eta,truncate_at,epsilon,mark_stubborn_at,display_name,status,timestamp,audit_every_x_iterations
67de19bc-b947-4ab8-bfd0-263020c1f881,REPULSIVE,100,10000,0.0,NULL,40,NULL,NULL,NULL,0.0001,0.2,0.1,Epsilon = 0.1,RunStatus.SUCCESS,1680971074737,250.0
15a51f86-5aed-472e-9ce8-b8c5af0c82cb,REPULSIVE,100,10000,0.016667,NULL,40,NULL,NULL,NULL,0.0001,0.2,0.1,Epsilon = 0.1,RunStatus.SUCCESS,1680971074737,250.0
20bc23b2-73e8-4c04-b70b-23e93d17cd7c,REPULSIVE,100,10000,0.033333,NULL,40,NULL,NULL,NULL,0.0001,0.2,0.1,Epsilon = 0.1,RunStatus.SUCCESS,1680971074737,250.0
01cbbbd9-f07d-4c74-9f43-b922052ec527,REPULSIVE,100,10000,0.05,NULL,40,NULL,NULL,NULL,0.0001,0.2,0.1,Epsilon = 0.1,RunStatus.SUCCESS,1680971074737,250.0
a886a2aa-2fd5-4dec-8abc-92f8a70e34bf,REPULSIVE,100,10000,0.066667,NULL,40,NULL,NULL,NULL,0.0001,0.2,0.1,Epsilon = 0.1,RunStatus.SUCCESS,1680971074737,250.0
2c9fd633-70cf-4c95-a8a7-434c5440356c,REPULSIVE,100,10000,0.083333,NULL,40,NULL,NULL,NULL,0.0001,0.2,0.1,Epsilon = 0.1,RunStatus.SUCCESS,1680971074737,250.0
0b43849a-c192-4c11-b744-0f73a861d2d2,REPULSIVE,100,10000,0.1,NULL,40,NULL,NULL,NULL,0.0001,0.2,0.1,Epsilon = 0.1,RunStatus.SUCCESS,1680971074737,250.0
eb4e7367-00e7-4e69-bc2d-5493e6624685,REPULSIVE,100,10000,0.116667,NULL,40,NULL,NULL,NULL,0.0001,0.2,0.1,Epsilon = 0.1,RunStatus.SUCCESS,1680971074737,250.0
e9b1c74c-0578-4216-94a3-a4dedde44239,REPULSIVE,100,10000,0.133333,NULL,40,NULL,NULL,NULL,0.0001,0.2,0.1,Epsilon = 0.1,RunStatus.SUCCESS,1680971074737,250.0
f37b5764-67f3-4080-966a-6e3d04a837a1,REPULSIVE,100,10000,0.15,NULL,40,NULL,NULL,NULL,0.0001,0.2,0.1,Epsilon = 0.1,RunStatus.SUCCESS,1680971074737,250.0
55a8934c-b2a6-43b6-8ffc-d025e6e67946,REPULSIVE,100,10000,0.166667,NULL,40,NULL,NULL,NULL,0.0001,0.2,0.1,Epsilon = 0.1,RunStatus.SUCCESS,1680971074737,250.0
25ad472a-4e3d-45df-b70a-10dcc0422dae,REPULSIVE,100,10000,0.183333,NULL,40,NULL,NULL,NULL,0.0001,0.2,0.1,Epsilon = 0.1,RunStatus.SUCCESS,1680971074737,250.0
9d8fb609-3cab-4450-acb2-c4649ccdf6a7,REPULSIVE,100,10000,0.2,NULL,40,NULL,NULL,NULL,0.0001,0.2,0.1,Epsilon = 0.1,RunStatus.SUCCESS,1680971074737,250.0
e7a14551-8dc9-4053-bcbf-58a214cd4207,REPULSIVE,100,10000,0.216667,NULL,40,NULL,NULL,NULL,0.0001,0.2,0.1,Epsilon = 0.1,RunStatus.SUCCESS,1680971074737,250.0
25871bb6-6812-4d70-8f08-2c94521e4818,REPULSIVE,100,10000,0.233333,NULL,40,NULL,NULL,NULL,0.0001,0.2,0.1,Epsilon = 0.1,RunStatus.SUCCESS,1680971074737,250.0
8b99fec5-f3c1-489f-81c5-03a70ebb1824,REPULSIVE,100,10000,0.25,NULL,40,NULL,NULL,NULL,0.0001,0.2,0.1,Epsilon = 0.1,RunStatus.SUCCESS,1680971074737,250.0
4ab6ae2e-bbeb-4320-9dbb-45676181f73c,REPULSIVE,100,10000,0.266667,NULL,40,NULL,NULL,NULL,0.0001,0.2,0.1,Epsilon = 0.1,RunStatus.SUCCESS,1680971074737,250.0
949e3b7c-d322-4bdc-98c4-7cd7bdcf6a65,REPULSIVE,100,10000,0.283333,NULL,40,NULL,NULL,NULL,0.0001,0.2,0.1,Epsilon = 0.1,RunStatus.SUCCESS,1680971074737,250.0
9e6b0646-5549-4bd0-8d21-ee850bc12dd9,REPULSIVE,100,10000,0.3,NULL,40,NULL,NULL,NULL,0.0001,0.2,0.1,Epsilon = 0.1,RunStatus.SUCCESS,1680971074737,250.0
6ac1e499-2870-4b9f-87b4-534541a4db90,REPULSIVE,100,10000,0.316667,NULL,40,NULL,NULL,NULL,0.0001,0.2,0.1,Epsilon = 0.1,RunStatus.SUCCESS,1680971074737,250.0
680fa2d1-b033-463a-9d5c-1b00ab608c7c,REPULSIVE,100,10000,0.333333,NULL,40,NULL,NULL,NULL,0.0001,0.2,0.1,Epsilon = 0.1,RunStatus.SUCCESS,1680971074737,250.0
68bf0afc-a58f-4a1c-9975-be57abfc1978,REPULSIVE,100,10000,0.35,NULL,40,NULL,NULL,NULL,0.0001,0.2,0.1,Epsilon = 0.1,RunStatus.SUCCESS,1680971074737,250.0
